CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;16:00:06:328;41,33422919;2,18731178;380,991018400528;1249,97057280919;4,351562;62,424316;1000;12,5;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-115,839844;162;0,252;-992;-1024;2278;170,5;245,3851;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:07:758;41,17036174;2,06669843;1440,19836653676;4725,06040886846;8,015625;191,585083;1417;47,25;3443D2;VLG5VH;1015;N/A;N/A;N/A;N/A;N/A;135,351562;222;0,364;2752;2848;2282;245,3;140,4602;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:08:133;41,26660216;2,05696123;373,378485830501;1224,99507145214;2,894531;224,945068;1451;12,25;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;-174,375;172;0,264;1408;1312;3714;176,44;189,1406;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:08:680;41,30135583;2,0909538;-0,000175066292285919;-0,000574364494383335;0,503906;274,465942;5002;-0,25;343650;ANE70RM;1015;0,176;-114,609;122;-0,094;118;-114,960938;114;0,172;64;0;1694;122,1;245,3192;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:09:836;41,61398408;2,24048821;876,386881392449;2875,2851359476;19,804688;18,341675;7375;28,75;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;100,32;208,6084;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:10:219;41,50351475;2,4623338;1775,3244777536;5824,55555959313;20,335938;53,096924;2004;58,25;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-139,394531;251;0,42;-2432;-2272;453;291,28;219,9792;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:10:305;41,3980878;2,33448403;891,474616917782;2924,78558216853;12,027344;60,847778;6302;29,25;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-95,625;213;0,34;-832;-736;3579;231,22;271,983;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:10:320;41,33292151;2,1835427;365,751808028668;1199,97316185278;4,164062;62,297974;1000;12;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-115,839844;160;0,248;-960;-960;2278;169,18;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:11:734;41,16718322;2,07113829;1501,15978231188;4925,06506020011;8,167969;189,926147;1417;49,25;3443D2;VLG5VH;1015;N/A;N/A;N/A;N/A;N/A;127,441406;223;0,368;2976;2976;2282;245,74;132,5226;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:12:102;41,26328924;2,05631756;396,238682611845;1299,99571946025;3,058594;222,698364;1451;13;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;-176,132812;176;0,272;1280;1152;3714;179,3;186,7236;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:12:609;41,30050845;2,0885031;-0,000261241570115089;-0,00085709179289639;0,613281;268,917847;5002;-0,25;343650;ANE70RM;1015;N/A;N/A;N/A;N/A;N/A;-115,136719;109;0,168;0;32;1694;108,68;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:13:828;41,6123628;2,23928186;876,38618278224;2875,28284391928;19,695312;18,28125;7375;28,75;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;101,42;210,8661;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:14:211;41,49937183;2,45770841;1729,60721648671;5674,56454013825;20,019531;53,311157;2004;56,75;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-139,746094;252;0,42;-2528;-2208;453;290,62;220,1056;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:14:297;41,39757672;2,32872155;876,238246754743;2874,79748948283;11,785156;60,36438;6302;28,75;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-106,875;211;0,336;-736;-704;3579;230,56;263,7653;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:14:313;41,33166125;2,17984225;342,892549753189;1124,97559293225;3,980469;62,144165;1000;11,25;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-115,664062;157;0,244;-864;-928;2278;166,98;245,5829;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:15:711;41,16446962;2,07597057;1562,12104469817;5125,06920828755;8,296875;188,234253;1417;51,25;3443D2;VLG5VH;1015;N/A;N/A;N/A;N/A;N/A;120,234375;222;0,368;3168;3136;2282;245,08;124,8541;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:16:070;41,25991558;2,05591119;419,098941225559;1374,99657033046;3,222656;220,495605;1451;13,75;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;-177,363281;183;0,284;1248;1248;3714;184,8;184,6582;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:17:820;41,6107596;2,23800109;876,385527507402;2875,28069406739;19,585938;18,209839;7375;28,75;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;100,98;211,6406;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:18:219;41,4953346;2,45318728;1683,88987917919;5524,57327120624;19,710938;53,525391;2004;55,25;440018;EJU74VM;1015;0,527;-139,922;288;0,062;280;-139,570312;252;0,42;-2272;-2176;453;289,08;220,0836;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:18:289;41,39661512;2,32318108;861,00154236611;2824,80830025643;11,539062;60,001831;6302;28,25;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-118,300781;208;0,332;-800;-768;3579;227,7;250,2081;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:18:313;41,33039544;2,17614044;327,653256308287;1074,97790942648;3,796875;61,97937;1000;10,75;502D96;DLH03H;1015;0;-114,258;164;0;160;-115,839844;154;0,236;-832;-832;2278;163,46;245,7861;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:19:688;41,16216778;2,08121306;1623,08214700501;5325,07283117993;8,40625;186,487427;1417;53,25;3443D2;VLG5VH;1015;-20,391;118,301;244;-1,531;246;114,433594;222;0,368;3264;3136;2282;244,42;118,3447;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:20:047;41,25646877;2,05565032;449,579253183678;1474,99759701514;3,390625;218,375244;1451;14,75;343194;VLG48JN;1015;-1,582;-177,012;192;-0,094;194;-178,242188;185;0,288;1312;1184;3714;191,4;182,9938;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:21:813;41,60920312;2,23652894;876,384979354218;2875,27889566449;19,476562;18,110962;7375;28,75;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;101,64;212,124;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:22:211;41,4912369;2,44860981;1638,17255023401;5374,58202970976;19,398438;53,75061;2004;53,75;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-139,570312;251;0,416;-2208;-2112;453;287,54;220,3363;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:22:281;41,39462064;2,31842185;845,764045966789;2774,81651256968;11,292969;59,985352;6302;27,75;3453C3;VLG787R;1015;-30,059;-120,586;224;-2,875;220;-129,726562;206;0,328;-768;-800;3579;225,28;242,1771;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:22:297;41,32921091;2,17257629;312,413905752823;1024,98003855009;3,621094;61,776123;1000;10,25;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-116,191406;151;0,232;-896;-960;2278;159,94;246,0004;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:23:664;41,16037373;2,08667772;1684,0430237921;5525,07571417806;8,492188;184,735107;1417;55,25;3443D2;VLG5VH;1015;N/A;N/A;N/A;N/A;N/A;108,632812;223;0,372;2560;2528;2282;245,96;112,489;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:24:016;41,25289598;2,05547045;472,439618063159;1549,99879652634;3,566406;216,33728;1451;15,5;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;-178,769531;191;0,296;1120;1120;3714;197,34;182,3236;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:25:805;41,60761487;2,23518202;876,384361030534;2875,27686704342;19,367188;18,028564;7375;28,75;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;102,08;212,5964;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:26:211;41,48718054;2,44408601;1600,07516721915;5249,59061161929;19,089844;53,981323;2004;52,5;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-139,570312;251;0,416;-1824;-1792;453;286,22;220,3143;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:26:281;41,39173662;2,3144369;830,525838475674;2724,82239190453;11,050781;60,298462;6302;27,25;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-140,097656;204;0,324;-992;-1024;3579;221,98;231,2183;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:26:289;41,32801381;2,16902429;289,554519379511;949,982049361076;3,445312;61,567383;1000;9,5;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-116,542969;146;0,224;-832;-832;2278;154,88;245,5829;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:27:641;41,15894871;2,09235693;1729,76370471809;5675,0779529873;8,5625;182,960815;1417;56,75;3443D2;VLG5VH;1015;N/A;N/A;N/A;N/A;N/A;102,480469;225;0,376;2144;1952;2282;248,6;106,6058;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:27:898;41,28910936;2,09437512;7,40466639399529E-05;0,000242935256920755;0,777344;206,559448;1000;-0,25;34660B;IBE04KZ;1015;0;-113,906;112;-0,812;120;-115,664062;119;0,18;-64;64;2630;111,54;246,1926;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:27:984;41,24917299;2,05528128;495,300030175596;1625,0001510013;3,753906;214,420166;1451;16,25;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;-179,472656;196;0,304;1120;1120;3714;203,28;181,6919;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:29:797;41,60602433;2,23384153;876,383739293553;2875,27482722386;19,257812;17,946167;7375;28,75;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;102,08;212,5964;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:30:203;41,48316799;2,43961869;1561,97772937454;5124,59901364117;18,785156;54,217529;2004;51,25;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-139,570312;250;0,416;-1920;-1856;453;283,36;220,2704;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:30:273;41,38871652;2,31104432;807,667227164842;2649,8269455715;10,828125;60,732422;6302;26,5;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-149,589844;202;0,32;-736;-608;3579;218,24;217,9193;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:30:281;41,32688834;2,16570602;281,935062929988;924,983831863222;3,28125;61,358643;1000;9,25;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-116,71875;143;0,22;-640;-672;2278;151,8;245,462;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:31:609;41,15803818;2,09838385;1767,86412757915;5800,07934432676;8,609375;181,115112;1417;58;3443D2;VLG5VH;1015;N/A;N/A;N/A;N/A;N/A;95,976562;229;0,384;1728;1600;2282;252,34;100,5029;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:31:961;41,2453435;2,05513576;510,540494842455;1675,00167709892;3,949219;212,612915;1451;16,75;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;179,648438;204;0,316;832;576;3714;210,1;181,0876;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:31:961;41,28817429;2,09148697;2,58581712841988E-05;8,48365226760507E-05;0,890625;212,475586;1000;-0,25;34660B;IBE04KZ;1015;N/A;N/A;N/A;N/A;N/A;-116,367188;133;0,2;-128;32;2630;128,92;246,2146;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:33:797;41,60446343;2,23264985;884,003084139898;2900,27267856954;19,152344;17,880249;7375;29;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;100,32;213,2117;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:34:195;41,47918613;2,43511377;1523,88032081164;4999,60751173168;18,480469;54,453735;2004;50;440018;EJU74VM;1015;-0,176;-139,922;282;-0,094;276;-139,746094;250;0,412;-1984;-1952;453;282,04;220,2429;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:34:273;41,38523576;2,30835029;807,668105206452;2649,82982628554;10,621094;61,397095;6302;26,5;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-153,632812;197;0,312;-96;0;3579;213,84;211,6022;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:34:273;41,32572361;2,16232089;266,695587369613;874,985550865722;3,113281;61,138916;1000;8,75;502D96;DLH03H;1015;-0,176;-114,609;150;-0,031;146;-117,070312;142;0,216;-640;-704;2278;149,6;245,4895;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:35:586;41,15727653;2,10464195;1805,96439668164;5925,08023120898;8,65625;179,219971;1417;59,25;3443D2;VLG5VH;1015;-5,098;97,031;258;-0,375;260;93,867188;233;0,392;1760;1632;2282;257,18;96,9269;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:35:930;41,24138716;2,05508719;525,781025011092;1725,00341809739;4,152344;210,871582;1451;17,25;343194;VLG48JN;1015;-2,285;-179,824;218;-0,188;222;178,769531;211;0,328;704;1024;3714;218,24;180,2582;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:36:008;41,28702303;2,08824399;-5,0744041800499E-05;-0,000166483082100749;1,03125;217,298584;1000;-0,75;34660B;IBE04KZ;1015;N/A;N/A;N/A;N/A;N/A;-116,191406;141;0,216;-896;128;2630;144,98;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:37:781;41,60294934;2,23127097;884,002531480975;2900,27086538404;19,046875;17,786865;7375;29;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;98,56;214,6564;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:38:195;41,47516386;2,43063806;1485,78284811694;4874,61579941599;18,175781;54,706421;2004;48,75;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-139,746094;249;0,412;-1856;-2016;453;279,84;220,0671;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:38:273;41,38178779;2,3057962;800,048916570842;2624,83248744228;10,421875;62,094727;6302;26,25;3453C3;VLG787R;1015;17,227;-149,766;208;1,562;206;-150,996094;193;0,304;-288;-352;3579;208,34;209,6411;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:38:266;41,32457538;2,15902127;251,456069645472;824,98713153565;2,949219;60,913696;1000;8,25;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-116,894531;141;0,216;-704;-768;2278;148,72;245,3302;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:39:906;41,23732485;2,05511693;556,26161870081;1825,00536909836;4,363281;209,212646;1451;18,25;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;178,242188;216;0,336;1600;1824;3714;223,08;179,4836;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:40:047;41,28585616;2,08468599;-0,00016890000551939;-0,000554133894108236;1,1875;221,434937;1000;0;34660B;IBE04KZ;1015;N/A;N/A;N/A;N/A;N/A;-117,597656;154;0,232;2080;1824;2630;157,74;246,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:41:781;41,6014586;2,2297831;891,622034169734;2925,26923458543;18,941406;17,677002;7375;29,25;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;98,56;214,6564;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:42:195;41,4713097;2,42631401;1447,68528447393;4749,62378871346;17,882812;54,953613;2004;47,5;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-139,921875;248;0,408;-2144;-2144;453;278,52;220,0397;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:42:281;41,37854533;2,30316011;792,429821665399;2599,83545611271;10,226562;62,748413;6302;26;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-142,558594;190;0,3;-672;-672;3579;203,72;216,8097;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:42:258;41,32342729;2,15572027;236,216524385847;774,988621866063;2,785156;60,661011;1000;7,75;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-116,894531;140;0,216;-736;-768;2278;147,4;245,5225;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:43:883;41,23321774;2,05525792;601,982273593545;1975,00752249665;4,578125;207,636108;1451;19,75;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;177,363281;219;0,344;2304;2592;3714;226,16;178,9838;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:44:070;41,28458862;2,08104361;53,3396790288389;174,998952544976;1,355469;224,533081;1000;1,75;34660B;IBE04KZ;1015;-0,527;-115,137;158;-0,656;152;-119,355469;150;0,224;2464;2656;2630;157,96;244,8907;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:45:773;41,59993906;2,22841879;891,621471690945;2925,26738918252;18,835938;17,583618;7375;29,25;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;99;215,1288;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:46:188;41,46737742;2,42174171;1401,96789668128;4599,63235414781;17,578125;55,200806;2004;46;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-140,273438;247;0,404;-2272;-2368;453;276,98;220,3088;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:46:242;41,32230134;2,15240104;220,976955065504;724,990033257107;2,621094;60,342407;1000;7,25;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-116,894531;139;0,212;-736;-768;2278;146,96;245,874;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:46:273;41,37568753;2,2998523;777,191176593304;2549,83989981437;10,015625;63,231812;6302;25,5;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-134,648438;188;0,296;-640;-672;3579;200,86;225,401;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:47:859;41,22903572;2,05538209;655,322979047894;2150,00984257949;4,800781;206,185913;1451;21,5;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;177,011719;219;0,344;2976;3168;3714;227,26;178,4839;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:48:094;41,28338801;2,07754658;106,679500501603;349,998372425679;1,519531;226,884155;1000;3,5;34660B;IBE04KZ;1015;N/A;N/A;N/A;N/A;N/A;-119,707031;149;0,228;2656;2720;2630;155,76;244,0887;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:49:766;41,59843321;2,22698468;899,240943224169;2950,26565616758;18,730469;17,479248;7375;29,5;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;100,76;214,4751;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:50:188;41,46341623;2,41740139;1348,63026788179;4424,64012807729;17,28125;55,480957;2004;44,25;440018;EJU74VM;1015;-0,176;-139,746;276;-0,062;270;-140,273438;247;0,404;-2624;-2624;453;276,98;220,3088;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:50:242;41,32125079;2,14922142;205,737342499197;674,991302765064;2,464844;59,963379;1000;6,75;502D96;DLH03H;1015;0;-114,258;146;0,062;142;-116,894531;138;0,212;-768;-832;2278;146,08;245,7147;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:50:281;41,37321202;2,2959869;761,952891691588;2499,84552517743;9,792969;63,550415;6302;25;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-128,847656;186;0,296;-640;-608;3579;200,42;230,6689;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:50:836;41,22835595;2,32348572;1790,63657069579;5874,79208660157;10,960938;113,340454;6335;58,75;493288;NJE198G;1015;N/A;N/A;N/A;N/A;N/A;29,003906;233;0,392;-2368;NV;1411;251,24;30,6464;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:51:844;41,22482495;2,05556404;723,903738904744;2375,01234274824;5,027344;204,829102;1451;23,75;343194;VLG48JN;1015;-0,352;178,242;228;-0,062;232;176,835938;218;0,344;3264;3328;3714;227,26;178,2312;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:52:109;41,28195751;2,0741605;160,019309574738;524,997751625184;1,691406;228,312378;1000;5,25;34660B;IBE04KZ;1015;N/A;N/A;N/A;N/A;N/A;-130,429688;148;0,224;2688;2624;2630;154;242,1002;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:53:758;41,59690158;2,22538258;891,620455008931;2925,2640536115;18,621094;17,352905;7375;29,25;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;102,96;214,3048;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:54:188;41,45948217;2,41312973;1295,29257202987;4249,64768201847;16,988281;55,772095;2004;42,5;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-140,273438;247;0,404;-2656;-2752;453;276,98;220,3088;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:54:227;41,32014598;2,14598064;190,497709006071;624,992503615478;2,304688;59,567871;1000;6,25;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-116,894531;137;0,208;-800;-832;2278;144,76;245,9125;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:54:273;41,37107319;2,29198744;754,334706773981;2474,85147937235;9,574219;63,759155;6302;24,75;3453C3;VLG787R;1015;7,207;-123,574;198;0,5;196;-124,980469;184;0,292;-576;-576;3579;197,12;236,3873;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:54:813;41,2323362;2,32660387;1737,29393719137;5699,78344089492;10,996094;111,901245;6335;57;493288;NJE198G;1015;N/A;N/A;N/A;N/A;N/A;28,652344;232;0,388;-2368;NV;1411;250,8;30,4486;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:55:828;41,2205939;2,05573768;792,484543668106;2600,01499024807;5,257812;203,587646;1451;26;343194;VLG48JN;1015;N/A;N/A;N/A;N/A;N/A;177,1875;218;0,344;3264;3328;3714;227,26;178,2312;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:56:102;41,2800299;2,07150014;213,359178566374;699,997327407702;1,859375;228,120117;1000;7;34660B;IBE04KZ;1015;N/A;N/A;N/A;N/A;N/A;-145,019531;147;0,224;2592;2624;2630;149,82;229,6033;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:57:758;41,59529377;2,22409036;891,619806399569;2925,26192562796;18,511719;17,270508;7375;29,25;346408;EAX4G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1783;105,16;214,14;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:58:180;41,45560095;2,40859055;1241,955112;4074,65600965407;16,6875;56,04126;2004;40,75;440018;EJU74VM;1015;N/A;N/A;N/A;N/A;N/A;-140,449219;248;0,404;-2816;-2752;453;277,64;220,1715;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:58:219;41,31904073;2,14273692;175,258048930205;574,993617252175;2,144531;59,111938;1000;5,75;502D96;DLH03H;1015;N/A;N/A;N/A;N/A;N/A;-117,070312;137;0,208;-800;-832;2278;143,66;245,7532;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:58:266;41,36922885;2,28789511;739,096583713777;2424,85763571151;9,359375;63,869019;6302;24,25;3453C3;VLG787R;1015;N/A;N/A;N/A;N/A;N/A;-123,398438;181;0,284;-576;-576;3579;194,7;239,0845;No alert, no SPI, aircraft airbone
CAT048;20;129;16:00:58:789;41,23627969;2,32971686;1691,57132292259;5549,77485909737;11,039062;110,484009;6335;55,5;493288;NJE198G;1015;N/A;N/A;N/A;N/A;N/A;27,070312;232;0,388;-2400;NV;1411;249,48;29,0314;No alert, no SPI, aircraft airbone
